DateAndTime,Distance,Roll,Tilt,RWS1,RWS1AVL,RWS2,RWS2AVL,RWS3,RWS3AVL,RWS4,RWS4AVL,RAWS,RAWSAVL,HWS(hub),HWS(hub)AVL,DIR(hub),Veer,DIR(hub)AVL,VShear,HShear,ShearAVL,TI1,TI1AVL,TI2,TI2AVL,TI3,TI3AVL,TI4,TI4AVL,HWShigh,HWShighAVL,HWSlow,HWSlowAVL,DIRhigh,DIRhighAVL,DIRlow,DIRlowAVL,CNR1(dB),CNR2(dB),CNR3(dB),CNR4(dB)
2024/8/30 1:30,180,0.06,-0.11,3.35,66,3.385,61.5,3.229,60.167,3.474,58.333,3.492,100,3.657,100,29.225,-0.212,100,0.032,-0.001,100,0.103,100,0.072,100,0.093,100,0.079,100,3.684,100,3.65,100,1.111,100,7.781,100,5.255,4.853,4.513,4.348
2024/8/30 1:30,210,0.06,-0.11,3.353,65.833,3.413,61.167,3.265,60.167,3.508,57.833,3.516,100,3.671,100,22.898,-0.155,100,0.016,-0.001,100,0.1,100,0.073,100,0.095,100,0.073,100,3.69,100,3.668,100,1.906,100,7.604,100,4.312,3.931,3.662,3.433
2024/8/30 1:30,240,0.06,-0.11,3.359,65.833,3.426,60.5,3.265,60.167,3.507,57.333,3.521,100,3.689,100,20.115,-0.13,100,0.032,-0.001,100,0.107,100,0.065,100,0.092,100,0.072,100,3.723,100,3.676,100,2.113,100,7.591,100,3.453,3.135,2.886,2.675
2024/8/30 1:30,270,0.06,-0.11,3.385,65,3.449,60.167,3.22,59.5,3.515,56,3.527,100,3.712,100,23.661,-0.154,100,0.044,-0.001,100,0.104,100,0.074,100,0.088,100,0.069,100,3.762,100,3.684,100,2.003,100,9.279,100,2.715,2.501,2.242,2.084
2024/8/30 1:30,300,0.06,-0.11,3.38,64.833,3.447,58.667,3.214,58.5,3.497,55.333,3.521,100,3.722,100,20.742,-0.13,100,0.051,-0.001,100,0.106,100,0.081,100,0.091,100,0.074,100,3.782,100,3.685,100,2.099,100,8.931,100,2.176,2.024,1.761,1.642
2024/8/30 1:40,0,,,,,,,,,,,,,3.76,,-5.41,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 1:40,40,0.06,-0.1,2.922,62.667,2.718,62.333,2.946,59.333,2.697,57,2.929,100,3.108,100,-36.496,0.239,100,-0.19,0.011,100,0.122,100,0.135,100,0.103,100,0.126,100,3.068,100,3.097,100,-7.684,100,-9.358,100,2.99,3.018,2.661,2.726
2024/8/30 1:40,60,0.06,-0.1,3.066,63.333,2.851,63,3.087,59.667,2.802,57.167,3.068,100,3.255,100,-36.827,0.238,100,-0.069,0.008,100,0.112,100,0.128,100,0.098,100,0.119,100,3.248,100,3.256,100,-7.753,100,-10.25,100,3.464,3.602,3.096,3.229
2024/8/30 1:40,90,0.06,-0.1,3.218,63.833,3.063,63.667,3.204,60.333,2.953,57.667,3.237,100,3.404,100,-31.888,0.213,100,0.106,0.004,100,0.108,100,0.112,100,0.098,100,0.099,100,3.457,100,3.395,100,-5.276,100,-8.633,100,4.358,4.626,3.925,4.116
2024/8/30 1:40,120,0.06,-0.1,3.328,64.333,3.165,64.333,3.281,60.333,3.129,58,3.355,100,3.519,100,-3.601,-0.014,100,0.055,0.003,100,0.103,100,0.105,100,0.094,100,0.101,100,3.554,100,3.511,100,-5.366,100,-5.075,100,5.36,5.591,4.811,5.011
2024/8/30 1:40,150,0.06,-0.1,3.402,64.167,3.254,64,3.365,60.333,3.239,57.667,3.447,100,3.632,100,-1.528,-0.025,100,-0.009,0.002,100,0.098,100,0.103,100,0.086,100,0.096,100,3.64,100,3.635,100,-4.751,100,-4.101,100,5.576,5.564,4.99,4.915
2024/8/30 1:40,180,0.06,-0.1,3.461,64.167,3.388,63.333,3.411,60.333,3.305,57.5,3.53,100,3.701,100,-6.783,0.034,100,0.07,0.001,100,0.093,100,0.107,100,0.087,100,0.104,100,3.756,100,3.677,100,-2.288,100,-3.355,100,4.912,4.717,4.355,4.088
2024/8/30 1:40,210,0.06,-0.1,3.55,63.833,3.481,63.5,3.438,60.167,3.368,57.167,3.595,100,3.77,100,-2.472,0.003,100,0.11,0.001,100,0.088,100,0.108,100,0.086,100,0.108,100,3.863,100,3.717,100,-2.09,100,-2.194,100,4.028,3.792,3.516,3.201
2024/8/30 1:40,240,0.06,-0.1,3.574,63.167,3.528,62.667,3.453,59.667,3.409,56.333,3.627,100,3.802,100,-1.272,-0.001,100,0.094,0,100,0.093,100,0.093,100,0.083,100,0.105,100,3.89,100,3.746,100,-1.38,100,-1.347,100,3.211,2.996,2.761,2.469
2024/8/30 1:40,270,0.06,-0.1,3.573,62.667,3.598,61.833,3.465,59.5,3.412,55.833,3.645,100,3.85,100,-6.351,0.05,100,0.163,0,100,0.093,100,0.086,100,0.086,100,0.104,100,4.012,100,3.735,100,0.742,100,-1.641,100,2.545,2.364,2.138,1.919
2024/8/30 1:40,300,0.06,-0.1,3.577,62.167,3.646,61.333,3.483,58.333,3.477,54.333,3.681,100,3.894,100,-4.072,0.043,100,0.159,0,100,0.092,100,0.084,100,0.091,100,0.089,100,4.068,100,3.761,100,2.048,100,-0.194,100,2.045,1.906,1.684,1.51
2024/8/30 1:50,0,,,,,,,,,,,,,3.51,,-2.01,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 1:50,40,0.05,-0.09,2.765,65.5,2.743,60,2.785,60,2.725,58.5,2.865,100,2.976,100,-26.677,0.215,100,-0.145,0.002,100,0.09,100,0.111,100,0.088,100,0.109,100,2.941,100,2.967,100,-0.824,100,-2.326,100,2.992,2.88,2.602,2.716
2024/8/30 1:50,60,0.05,-0.09,2.901,65.667,2.925,60.833,2.937,60.5,2.901,59,3.028,100,3.134,100,-24.211,0.205,100,-0.003,0,100,0.088,100,0.104,100,0.083,100,0.1,100,3.131,100,3.134,100,0.854,100,-1.299,100,3.492,3.442,3.047,3.219
2024/8/30 1:50,90,0.05,-0.09,3.086,66.333,3.137,61.5,3.115,61,3.054,59.167,3.221,100,3.357,100,-28.91,0.246,100,-0.014,0,100,0.091,100,0.095,100,0.085,100,0.102,100,3.355,100,3.361,100,1.755,100,-2.112,100,4.406,4.432,3.879,4.121
2024/8/30 1:50,120,0.05,-0.09,3.193,66.333,3.267,61.833,3.227,61.167,3.065,59.167,3.32,100,3.46,100,-45.844,0.379,100,0.039,0.001,100,0.084,100,0.089,100,0.095,100,0.087,100,3.483,100,3.457,100,2.438,100,-5.514,100,5.445,5.361,4.761,5.018
2024/8/30 1:50,150,0.05,-0.09,3.301,66.5,3.357,61.667,3.337,61.333,3.143,59.167,3.419,100,3.569,100,-38.76,0.312,100,0.007,0.001,100,0.087,100,0.082,100,0.087,100,0.087,100,3.577,100,3.572,100,1.808,100,-6.375,100,5.67,5.335,4.953,4.944
2024/8/30 1:50,180,0.05,-0.09,3.398,66.333,3.451,61.5,3.44,61.167,3.176,59.167,3.502,100,3.644,100,-41.002,0.321,100,0.055,0.001,100,0.09,100,0.077,100,0.083,100,0.08,100,3.684,100,3.627,100,1.63,100,-8.485,100,4.989,4.522,4.328,4.105
2024/8/30 1:50,210,0.05,-0.09,3.457,66.167,3.454,61.167,3.506,61,3.197,58.667,3.541,100,3.712,100,-35.603,0.262,100,0.026,0.001,100,0.086,100,0.078,100,0.074,100,0.077,100,3.736,100,3.703,100,-0.097,100,-9.735,100,4.071,3.618,3.494,3.217
2024/8/30 1:50,240,0.05,-0.09,3.517,65.667,3.458,60.333,3.501,60,3.181,58,3.549,100,3.749,100,-29.175,0.198,100,0.064,0.002,100,0.082,100,0.085,100,0.085,100,0.08,100,3.808,100,3.717,100,-1.823,100,-10.147,100,3.247,2.867,2.737,2.485
2024/8/30 1:50,270,0.05,-0.09,3.576,64.833,3.44,59.5,3.493,59.833,3.141,56.667,3.549,100,3.785,100,-25.115,0.149,100,0.066,0.002,100,0.084,100,0.071,100,0.093,100,0.088,100,3.851,100,3.745,100,-4.141,100,-11.188,100,2.564,2.271,2.122,1.919
2024/8/30 1:50,300,0.05,-0.09,3.565,64.5,3.461,59.167,3.474,58.833,3.126,55.667,3.542,100,3.775,100,-24.909,0.152,100,0.061,0.001,100,0.097,100,0.075,100,0.094,100,0.095,100,3.839,100,3.738,100,-3.166,100,-11.134,100,2.045,1.832,1.664,1.516
2024/8/30 2:00,0,,,,,,,,,,,,,3.45,,-2.57,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 2:00,40,0.05,-0.08,2.694,62.5,2.525,61.167,2.715,60.167,2.51,56.667,2.716,100,2.861,100,-31.861,0.207,100,-0.053,0.009,100,0.111,100,0.122,100,0.118,100,0.121,100,2.847,100,2.857,100,-6.876,100,-8.328,100,2.904,2.914,2.623,2.701
2024/8/30 2:00,60,0.05,-0.08,2.924,63,2.687,61.333,2.876,60.333,2.664,57.167,2.896,100,3.008,100,0.666,-0.079,100,0.149,0.007,100,0.107,100,0.105,100,0.106,100,0.113,100,3.051,100,3.007,100,-8.955,100,-8.129,100,3.38,3.486,3.077,3.208
2024/8/30 2:00,90,0.05,-0.08,3.129,63.5,2.855,62.5,3.061,60.667,2.781,57.167,3.078,100,3.191,100,-12.881,0.025,100,0.129,0.006,100,0.102,100,0.099,100,0.1,100,0.095,100,3.242,100,3.182,100,-9.715,100,-10.114,100,4.262,4.486,3.896,4.109
2024/8/30 2:00,120,0.05,-0.08,3.23,63.833,2.959,62.333,3.178,61,2.835,57.333,3.172,100,3.315,100,-25.832,0.13,100,0.134,0.005,100,0.094,100,0.11,100,0.096,100,0.085,100,3.387,100,3.294,100,-9.293,100,-12.017,100,5.254,5.415,4.789,5.003
2024/8/30 2:00,150,0.05,-0.08,3.32,63.833,2.991,62.333,3.212,61.167,2.853,57.167,3.216,100,3.384,100,-18.146,0.055,100,0.202,0.005,100,0.094,100,0.108,100,0.093,100,0.082,100,3.501,100,3.333,100,-10.99,100,-12.434,100,5.462,5.366,4.981,4.914
2024/8/30 2:00,180,0.05,-0.08,3.405,63.833,3.05,62,3.267,60.833,2.884,57.167,3.274,100,3.469,100,-17.713,0.046,100,0.215,0.004,100,0.082,100,0.11,100,0.085,100,0.087,100,3.608,100,3.395,100,-11.621,100,-13.066,100,4.817,4.55,4.353,4.087
2024/8/30 2:00,210,0.05,-0.08,3.447,63.5,3.107,61.667,3.337,60.5,2.883,57.167,3.32,100,3.552,100,-26.777,0.117,100,0.128,0.004,100,0.076,100,0.105,100,0.076,100,0.091,100,3.653,100,3.499,100,-10.969,100,-15.26,100,3.951,3.658,3.523,3.211
2024/8/30 2:00,240,0.05,-0.08,3.528,63.167,3.153,61.333,3.373,60.333,2.898,57,3.369,100,3.609,100,-24.876,0.095,100,0.133,0.003,100,0.074,100,0.099,100,0.076,100,0.092,100,3.722,100,3.541,100,-11.814,100,-15.789,100,3.159,2.89,2.758,2.487
2024/8/30 2:00,270,0.05,-0.08,3.572,62.5,3.177,60.833,3.372,59.333,2.894,55.833,3.379,100,3.612,100,-22.97,0.076,100,0.18,0.003,100,0.075,100,0.093,100,0.083,100,0.086,100,3.775,100,3.501,100,-12.339,100,-15.911,100,2.502,2.305,2.136,1.922
2024/8/30 2:00,300,0.05,-0.08,3.603,62,3.203,59.5,3.42,59.167,2.875,55.167,3.398,100,3.691,100,-27.463,0.105,100,0.141,0.003,100,0.089,100,0.102,100,0.08,100,0.107,100,3.836,100,3.589,100,-12.379,100,-17.907,100,2,1.868,1.676,1.522
2024/8/30 2:10,0,,,,,,,,,,,,,3.18,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 2:10,40,0.05,-0.07,2.562,65.167,2.558,62,2.575,58.333,2.576,56,2.671,100,2.763,100,3.566,-0.031,100,-0.17,0,100,0.092,100,0.093,100,0.091,100,0.1,100,2.722,100,2.754,100,-0.186,100,0.032,100,3.168,3.051,2.668,2.781
2024/8/30 2:10,60,0.05,-0.07,2.69,65.333,2.696,62.833,2.72,58.5,2.703,56,2.808,100,2.887,100,-10.045,0.084,100,-0.083,0,100,0.083,100,0.086,100,0.084,100,0.084,100,2.864,100,2.888,100,0.228,100,-0.654,100,3.668,3.634,3.111,3.265
2024/8/30 2:10,90,0.05,-0.07,2.865,66,2.878,63,2.893,58.833,2.867,56.333,2.988,100,3.069,100,-11.049,0.092,100,-0.043,0,100,0.076,100,0.078,100,0.077,100,0.078,100,3.056,100,3.074,100,0.477,100,-0.977,100,4.611,4.66,3.942,4.163
2024/8/30 2:10,120,0.05,-0.07,2.99,66.167,2.974,63,2.994,59,2.984,56.333,3.102,100,3.192,100,0.705,-0.01,100,-0.063,0,100,0.073,100,0.073,100,0.083,100,0.078,100,3.167,100,3.205,100,-0.594,100,-0.38,100,5.64,5.606,4.826,5.051
2024/8/30 2:10,150,0.05,-0.07,3.105,66.167,3.053,63,3.06,59,3.056,56.5,3.187,100,3.277,100,6.506,-0.064,100,0.015,0,100,0.074,100,0.075,100,0.069,100,0.077,100,3.288,100,3.276,100,-1.822,100,-0.142,100,5.854,5.554,5.014,4.964
2024/8/30 2:10,180,0.05,-0.07,3.175,66,3.028,63,3.144,59,3.077,56.333,3.227,100,3.331,100,6.553,-0.088,100,0.015,0.001,100,0.077,100,0.081,100,0.067,100,0.075,100,3.345,100,3.327,100,-5.066,100,-2.309,100,5.155,4.716,4.4,4.128
2024/8/30 2:10,210,0.05,-0.07,3.188,65.5,3.032,62.833,3.204,58.833,3.083,56.167,3.254,100,3.343,100,-0.742,-0.034,100,-0.01,0.001,100,0.074,100,0.075,100,0.063,100,0.073,100,3.342,100,3.35,100,-5.353,100,-4.101,100,4.246,3.798,3.59,3.258
2024/8/30 2:10,240,0.05,-0.07,3.202,65.333,3.026,62.167,3.273,58.5,3.064,56,3.267,100,3.383,100,-9.279,0.024,100,-0.007,0.002,100,0.076,100,0.082,100,0.06,100,0.076,100,3.383,100,3.389,100,-6.004,100,-7.001,100,3.411,3.003,2.841,2.523
2024/8/30 2:10,270,0.05,-0.07,3.242,65,2.987,61.5,3.265,58.167,3.068,55.333,3.263,100,3.389,100,-2.473,-0.044,100,-0.005,0.002,100,0.069,100,0.081,100,0.06,100,0.078,100,3.388,100,3.396,100,-8.698,100,-6.607,100,2.709,2.367,2.234,1.956
2024/8/30 2:10,300,0.05,-0.07,3.228,64.833,2.982,60.667,3.277,58.167,3.064,53.833,3.263,100,3.379,100,-5.002,-0.024,100,-0.025,0.002,100,0.075,100,0.076,100,0.064,100,0.085,100,3.361,100,3.402,100,-8.407,100,-7.16,100,2.162,1.91,1.765,1.551
2024/8/30 2:20,0,,,,,,,,,,,,,3.24,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 2:20,40,0.05,-0.08,2.427,64.833,2.457,61.5,2.46,59.333,2.43,55.5,2.541,100,2.66,100,-43.403,0.371,100,0.014,0,100,0.1,100,0.102,100,0.091,100,0.094,100,2.663,100,2.659,100,1.302,100,-1.295,100,3.106,3.058,2.688,2.746
2024/8/30 2:20,60,0.05,-0.08,2.553,65.5,2.574,61.5,2.613,59.833,2.531,56,2.667,100,2.794,100,-48.989,0.408,100,-0.135,0.001,100,0.09,100,0.085,100,0.089,100,0.091,100,2.765,100,2.795,100,0.876,100,-3.407,100,3.597,3.64,3.134,3.241
2024/8/30 2:20,90,0.05,-0.08,2.734,65.5,2.72,62,2.788,60.167,2.651,56.333,2.829,100,2.934,100,-38.697,0.305,100,-0.063,0.002,100,0.086,100,0.092,100,0.089,100,0.085,100,2.92,100,2.94,100,-0.557,100,-5.367,100,4.529,4.658,3.966,4.134
2024/8/30 2:20,120,0.05,-0.08,2.824,65.5,2.843,62.333,2.901,60.333,2.681,56.5,2.923,100,3.043,100,-54.442,0.433,100,0.01,0.002,100,0.081,100,0.085,100,0.082,100,0.083,100,3.058,100,3.042,100,0.732,100,-8.354,100,5.563,5.603,4.862,5.024
2024/8/30 2:20,150,0.05,-0.08,2.936,65.5,2.911,62.333,2.978,60.5,2.741,56.5,3.003,100,3.101,100,-39.942,0.3,100,0.039,0.002,100,0.072,100,0.079,100,0.08,100,0.086,100,3.127,100,3.095,100,-0.935,100,-8.803,100,5.789,5.572,5.073,4.94
2024/8/30 2:20,180,0.05,-0.08,2.999,65.5,2.921,62,3.042,60.167,2.753,56.167,3.041,100,3.156,100,-35.316,0.245,100,0.05,0.002,100,0.081,100,0.079,100,0.074,100,0.089,100,3.191,100,3.142,100,-2.841,100,-10.546,100,5.092,4.711,4.447,4.123
2024/8/30 2:20,210,0.05,-0.08,2.982,65.5,2.945,61.667,3.065,59.833,2.747,55.5,3.05,100,3.173,100,-38.991,0.278,100,0.056,0.002,100,0.077,100,0.089,100,0.069,100,0.078,100,3.216,100,3.153,100,-1.328,100,-11.551,100,4.19,3.78,3.618,3.253
2024/8/30 2:20,240,0.05,-0.08,2.956,65.333,2.973,61.333,3.069,59.833,2.726,55.167,3.043,100,3.191,100,-42.275,0.311,100,0.033,0.001,100,0.074,100,0.081,100,0.068,100,0.079,100,3.222,100,3.179,100,0.594,100,-12.452,100,3.359,2.983,2.857,2.528
2024/8/30 2:20,270,0.05,-0.08,2.982,64.833,3.029,61.167,3.067,59,2.716,54.667,3.063,100,3.205,100,-41.309,0.306,100,0.028,0.001,100,0.081,100,0.079,100,0.075,100,0.081,100,3.232,100,3.194,100,1.693,100,-12.754,100,2.67,2.355,2.219,1.948
2024/8/30 2:20,300,0.05,-0.08,2.993,64,3.061,61.167,3.065,58.167,2.663,54,3.061,100,3.227,100,-44.17,0.325,100,0.042,0.001,100,0.087,100,0.092,100,0.07,100,0.086,100,3.269,100,3.204,100,2.394,100,-14.67,100,2.158,1.884,1.751,1.542
2024/8/30 2:30,0,,,,,,,,,,,,,3.17,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 2:30,40,0.05,-0.1,2.554,64,2.551,61.833,2.537,60.1,2.488,55.5,2.63,100,2.673,100,-34.083,0.282,100,0.251,0.002,100,0.104,100,0.086,100,0.102,100,0.094,100,2.719,100,2.679,100,-0.108,100,-2.082,100,3.042,2.984,2.651,2.719
2024/8/30 2:30,60,0.05,-0.1,2.686,64.5,2.677,61.833,2.668,60.434,2.576,56.333,2.755,100,2.809,100,-39.874,0.323,100,0.26,0.002,100,0.091,100,0.079,100,0.087,100,0.089,100,2.874,100,2.808,100,-0.361,100,-3.754,100,3.517,3.566,3.077,3.209
2024/8/30 2:30,90,0.05,-0.1,2.884,65,2.811,62.167,2.824,60.935,2.699,56.667,2.915,100,2.99,100,-19.57,0.135,100,0.211,0.002,100,0.075,100,0.077,100,0.082,100,0.08,100,3.063,100,2.975,100,-2.717,100,-4.842,100,4.405,4.575,3.901,4.097
2024/8/30 2:30,120,0.05,-0.1,3.011,65.167,2.929,62.333,2.923,60.935,2.781,56.833,3.025,100,3.096,100,-17.127,0.111,100,0.211,0.002,100,0.07,100,0.069,100,0.07,100,0.072,100,3.189,100,3.064,100,-2.956,100,-5.29,100,5.422,5.526,4.802,4.981
2024/8/30 2:30,150,0.05,-0.1,3.113,65,3.062,62.167,2.977,60.935,2.841,56.5,3.112,100,3.175,100,-17.521,0.121,100,0.233,0.001,100,0.071,100,0.068,100,0.072,100,0.069,100,3.298,100,3.12,100,-1.779,100,-4.954,100,5.641,5.478,4.995,4.909
2024/8/30 2:30,180,0.05,-0.1,3.168,65.167,3.119,62.167,2.985,60.935,2.843,56.667,3.141,100,3.21,100,-16.528,0.112,100,0.238,0.001,100,0.064,100,0.069,100,0.073,100,0.071,100,3.353,100,3.133,100,-1.675,100,-5.199,100,4.966,4.62,4.369,4.076
2024/8/30 2:30,210,0.05,-0.1,3.224,64.833,3.136,62.167,2.997,60.935,2.873,56.333,3.172,100,3.245,100,-8.7,0.043,100,0.217,0.001,100,0.061,100,0.065,100,0.068,100,0.071,100,3.391,100,3.156,100,-2.929,100,-4.495,100,4.071,3.709,3.538,3.217
2024/8/30 2:30,240,0.05,-0.1,3.282,64.333,3.166,62,2.997,60.267,2.914,55.667,3.202,100,3.309,100,-1.086,-0.02,100,0.222,0.001,100,0.062,100,0.079,100,0.064,100,0.08,100,3.477,100,3.194,100,-3.833,100,-2.997,100,3.248,2.928,2.81,2.504
2024/8/30 2:30,270,0.05,-0.1,3.326,64,3.184,61.333,2.993,59.265,2.92,54.833,3.221,100,3.348,100,1.373,-0.043,100,0.221,0.001,100,0.064,100,0.08,100,0.07,100,0.087,100,3.533,100,3.211,100,-4.668,100,-2.638,100,2.563,2.317,2.19,1.94
2024/8/30 2:30,300,0.05,-0.1,3.364,63.833,3.215,60.833,2.982,59.098,2.929,54.167,3.241,100,3.38,100,3.133,-0.056,100,0.235,0.001,100,0.068,100,0.074,100,0.074,100,0.086,100,3.596,100,3.212,100,-4.835,100,-1.915,100,2.036,1.858,1.737,1.537
2024/8/30 2:40,0,,,,,,,,,,,,,2.96,,-2.15,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 2:40,40,0.05,-0.12,2.298,63.333,2.274,60.333,2.33,59.333,2.213,56.5,2.366,100,2.42,100,-76.095,0.622,100,0.26,0.004,100,0.1,100,0.113,100,0.089,100,0.106,100,2.47,100,2.428,100,-1.126,100,-5.48,100,3.237,3.086,2.853,2.853
2024/8/30 2:40,60,0.05,-0.12,2.441,64,2.461,60.833,2.426,59.833,2.369,56.5,2.517,100,2.58,100,-38.879,0.325,100,0.341,0.001,100,0.092,100,0.106,100,0.09,100,0.103,100,2.661,100,2.578,100,0.867,100,-2.546,100,3.717,3.63,3.307,3.341
2024/8/30 2:40,90,0.05,-0.12,2.621,64.5,2.626,60.833,2.541,60.333,2.541,57.167,2.682,100,2.773,100,-1.255,0.011,100,0.201,0,100,0.08,100,0.101,100,0.083,100,0.095,100,2.838,100,2.76,100,0.169,100,-0.011,100,4.618,4.567,4.154,4.202
2024/8/30 2:40,120,0.05,-0.12,2.752,64.667,2.716,61,2.635,60.333,2.617,57.5,2.788,100,2.87,100,2.884,-0.034,100,0.152,0,100,0.068,100,0.094,100,0.078,100,0.089,100,2.931,100,2.85,100,-1.425,100,-0.716,100,5.625,5.479,5.061,5.042
2024/8/30 2:40,150,0.05,-0.12,2.862,64.667,2.796,60.833,2.684,60.5,2.69,57.333,2.866,100,2.93,100,10.952,-0.103,100,0.208,0,100,0.072,100,0.086,100,0.064,100,0.075,100,3.032,100,2.883,100,-2.495,100,0.217,100,5.839,5.444,5.228,4.956
2024/8/30 2:40,180,0.05,-0.12,2.908,64.5,2.862,60.667,2.74,60.5,2.698,56.833,2.911,100,2.981,100,-1.468,-0.002,100,0.226,0,100,0.08,100,0.09,100,0.063,100,0.069,100,3.112,100,2.911,100,-1.714,100,-1.656,100,5.15,4.594,4.574,4.092
2024/8/30 2:40,210,0.05,-0.12,2.932,64.333,2.926,60.833,2.78,60,2.726,56.667,2.952,100,3.021,100,-7.071,0.051,100,0.208,0,100,0.08,100,0.081,100,0.062,100,0.064,100,3.156,100,2.938,100,-0.219,100,-2.079,100,4.223,3.662,3.747,3.187
2024/8/30 2:40,240,0.05,-0.12,2.946,63.5,2.979,60.333,2.803,59.667,2.749,56.333,2.982,100,3.044,100,-9.607,0.078,100,0.193,0,100,0.067,100,0.069,100,0.057,100,0.068,100,3.184,100,2.951,100,1.196,100,-2.091,100,3.375,2.87,2.961,2.463
2024/8/30 2:40,270,0.05,-0.12,2.968,63.333,2.991,59.667,2.79,58.667,2.774,55.333,2.994,100,3.069,100,-3.48,0.031,100,0.19,0,100,0.067,100,0.071,100,0.066,100,0.074,100,3.218,100,2.961,100,0.84,100,-0.612,100,2.678,2.27,2.316,1.916
2024/8/30 2:40,300,0.05,-0.12,3.005,63.167,3.001,58.667,2.778,58.167,2.78,54.167,3.005,100,3.084,100,0.551,-0.005,100,0.203,0,100,0.067,100,0.077,100,0.074,100,0.073,100,3.254,100,2.95,100,-0.157,100,0.103,100,2.166,1.847,1.832,1.496
2024/8/30 2:50,0,,,,,,,,,,,,,3.34,,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 2:50,40,0.05,-0.1,2.627,65.167,2.492,61.167,2.637,57.333,2.51,54.833,2.667,100,2.781,100,0.327,-0.049,100,-0.188,0.006,100,0.089,100,0.104,100,0.088,100,0.106,100,2.745,100,2.773,100,-5.593,100,-5.25,100,2.891,2.72,2.416,2.482
2024/8/30 2:50,60,0.05,-0.1,2.715,66.167,2.66,61.667,2.751,57.833,2.617,55.667,2.79,100,2.899,100,-38.639,0.298,100,-0.073,0.003,100,0.085,100,0.102,100,0.083,100,0.097,100,2.888,100,2.9,100,-2.196,100,-5.326,100,3.356,3.276,2.826,2.951
2024/8/30 2:50,90,0.05,-0.1,2.873,66,2.822,62.167,2.913,58,2.793,56,2.964,100,3.086,100,-22.337,0.164,100,0.018,0.002,100,0.083,100,0.099,100,0.077,100,0.082,100,3.095,100,3.085,100,-1.913,100,-4.489,100,4.237,4.252,3.6,3.789
2024/8/30 2:50,120,0.05,-0.1,2.974,66.5,2.968,62.333,3.013,57.833,2.888,56,3.077,100,3.172,100,-26.464,0.206,100,0.096,0.001,100,0.08,100,0.084,100,0.066,100,0.082,100,3.217,100,3.158,100,-0.196,100,-4.522,100,5.26,5.148,4.449,4.636
2024/8/30 2:50,150,0.05,-0.1,3.092,66.5,2.946,62.167,3.086,58,2.927,56.167,3.131,100,3.273,100,-7.502,0.018,100,0.045,0.002,100,0.086,100,0.079,100,0.068,100,0.087,100,3.3,100,3.264,100,-5.173,100,-5.643,100,5.482,5.122,4.629,4.555
2024/8/30 2:50,180,0.05,-0.1,3.161,66.167,2.955,62,3.172,57.833,2.923,55.667,3.171,100,3.334,100,-13.525,0.048,100,0.042,0.002,100,0.083,100,0.082,100,0.064,100,0.083,100,3.367,100,3.319,100,-7.152,100,-8.664,100,4.814,4.317,4.032,3.788
2024/8/30 2:50,210,0.05,-0.1,3.163,66.167,2.933,61.167,3.206,57.667,2.939,55.333,3.184,100,3.335,100,-12.322,0.032,100,0.045,0.002,100,0.082,100,0.084,100,0.065,100,0.074,100,3.37,100,3.318,100,-8.018,100,-9.186,100,3.92,3.44,3.265,2.939
2024/8/30 2:50,240,0.05,-0.1,3.206,65.667,2.926,61.333,3.234,57.5,2.954,54.667,3.2,100,3.346,100,-9.452,-0.001,100,0.061,0.002,100,0.081,100,0.085,100,0.065,100,0.07,100,3.397,100,3.317,100,-9.646,100,-9.587,100,3.104,2.684,2.549,2.239
2024/8/30 2:50,270,0.05,-0.1,3.245,65.667,2.885,60.333,3.24,57,2.913,54.167,3.191,100,3.343,100,-8.946,-0.024,100,0.044,0.002,100,0.077,100,0.088,100,0.057,100,0.077,100,3.383,100,3.32,100,-12.349,100,-11.206,100,2.441,2.097,1.981,1.702
2024/8/30 2:50,300,0.05,-0.1,3.274,64.5,2.907,59.833,3.199,56.667,2.881,53.333,3.188,100,3.338,100,-8.539,-0.028,100,0.063,0.002,100,0.089,100,0.088,100,0.063,100,0.085,100,3.399,100,3.299,100,-12.49,100,-11.042,100,1.927,1.686,1.565,1.328
2024/8/30 3:00,0,,,,,,,,,,,,,3.36,,-2.98,,,,,,,,,,,,,,,,,,,,,,,,,
2024/8/30 3:00,40,0.05,-0.11,2.506,62.833,2.335,60.833,2.54,58.833,2.331,55.5,2.522,100,2.644,100,-34.657,0.225,100,-0.107,0.009,100,0.104,100,0.101,100,0.096,100,0.105,100,2.624,100,2.639,100,-7.518,100,-9.094,100,2.78,2.736,2.437,2.517
2024/8/30 3:00,60,0.05,-0.11,2.635,63.333,2.452,61.333,2.667,59.333,2.435,55.833,2.647,100,2.763,100,-30.936,0.191,100,-0.045,0.007,100,0.096,100,0.09,100,0.083,100,0.094,100,2.755,100,2.764,100,-7.642,100,-9.642,100,3.246,3.28,2.86,2.98
